Text,Predicted_Label,Justification,Persuasive_Phrases,Techniques
RCS file: /cvsroot/spambayes/spambayes/scripts/Attic/core_server.py,v
retrieving revision 1.1.2.3
retrieving revision 1.1.2.4
diff -C2 -d -r1.1.2.3 -r1.1.2.4
*** core_server.py	24 May 2007 03:19:34 -0000	1.1.2.3
--- core_server.py	2 Jun 2007 21:42:08 -0000	1.1.2.4
***************
*** 19,23 ****
          options:
              -h      : Displays this help message.
!             -m module :
                        Identify plugin module to use (required)
              -d FILE : use the named DBM database file
--- 19,23 ----
          options:
              -h      : Displays this help message.
!             -P module :
                        Identify plugin module to use (required)
              -d FILE : use the named DBM database file
***************
*** 135,145 ****
          return '%s:%d' % (addr, port)
  
! def load_plugin(name):
      try:
!         plugin = __import__(name)
      except ImportError:
!         plugin = __import__(""spambayes.%s"" % name)
!         plugin = getattr(plugin, name)
!     return plugin.register()
  
  def main(state):
--- 135,147 ----
          return '%s:%d' % (addr, port)
  
! def load_plugin(name, state):
      try:
!         plugin_module = __import__(name)
      except ImportError:
!         plugin_module = __import__(""spambayes.%s"" % name)
!         plugin_module = getattr(plugin_module, name)
!     plugin = plugin_module.register()
!     plugin.state = state
!     return plugin
  
  def main(state):
***************
*** 157,161 ****
      # Read the arguments.
      try:
!         opts, args = getopt.getopt(sys.argv[1:], 'hbd:p:l:u:o:m:')
      except getopt.error, msg:
          print >> sys.stderr, str(msg) + '\\n\\n' + __doc__
--- 159,163 ----
      # Read the arguments.
      try:
!         opts, args = getopt.getopt(sys.argv[1:], 'hbd:p:l:u:o:P:')
      except getopt.error, msg:
          print >> sys.stderr, str(msg) + '\\n\\n' + __doc__
***************
*** 179,191 ****
          elif opt == '-o':
              options.set_from_cmdline(arg, sys.stderr)
!         elif opt == '-m':
!             state.plugin = load_plugin(arg)
  
      if state.plugin is None:
          print >> sys.stderr, __doc__
          sys.exit()
  
-     state.db_name, state.use_db = storage.database_type(opts)
- 
      # Let the user know what they are using...
      v = get_current_version()
--- 181,192 ----
          elif opt == '-o':
              options.set_from_cmdline(arg, sys.stderr)
!         elif opt == '-P':
!             state.plugin = load_plugin(arg, state)
  
      if state.plugin is None:
+         print >> sys.stderr, ""No plugin argument (-P) was given.""
          print >> sys.stderr, __doc__
          sys.exit()
  
      # Let the user know what they are using...
      v = get_current_version()

_______________________________________________
Spambayes-checkins mailing list
pnperxdpv-sarswdlp@python.org
http://mail.python.org/mailman/listinfo/spambayes-checkins",Non-Persuasive,"The paragraph appears to be a log of changes made to a software project, providing technical details and updates to the project. It does not contain any explicit persuasive language or attempts to influence the reader.",None,None
"Hi all,

Could it be that during installation IPv6 is not enabled?
At work aswell as at home i've my own installation-server / gwdg-mirror.
Identical setup, but at home i use for all my vhosts an V6 address.

After a system is installed, i can upgrade or add aditional repo's
without any problem with my IPv6 servers.

However during the initial installation the installation source coming
froman IPv6 address are not recognised.

If i perform a DVD-installation, just before the first boot, i saw that
the module ""ipv6"" is not loaded. 
I presume this could be the reason.

Any suggestions how i can load this module in grub before installation
takes place, so that i can add my own installationsources?


Hans",Persuasive,"The paragraph presents a personal experience and a specific problem, which may resonate with the reader.","""I presume this could be the reason"", ""Any suggestions how i can load this module in grub before installation takes place""","Appeal to Hypocrisy, Loaded Language (presume implies a sense of confidence and certainty)"
"---- Forwarded message from ""Manca Poglajen""  -----
         Date: Sun 29 Aug 2004 10:57:22 PM CEST
     Reply-To: ""Manca Poglajen"" 
           To: dpllhq@hotmail.com, ""rene susa"" 
, ""gasper koprivsek"" 
, ""cero"" , ""aljaz 
macek"" , ""edgar ferreira"" 
, ""antero de aguiar marques-teixeira"" 
, ""andre lopes"" , ""ales 
jesensek"" , ""nusa tamala poglajen"" 
, ""filipe braz"" , ""nina 
hojnik"" , ""bistra bika borak"" , ""Simona 
Paternoster"" , ""petra cilensek"" 



Note: forwarded message attached.

__________________________________________________
Do You Yahoo!?
Tired of spam?  Yahoo! Mail has the best spam protection around 
http://mail.yahoo.com

--------------------- End of the forwarded message ---------------------

____________________
http://www.email.si/",Non-Persuasive,This paragraph is simply forwarding a message with no persuasive language or arguments. It lacks any convincing elements.,None,None
"Hans Witvliet wrote:

> Any suggestions how i can load this module in grub before installation
> takes place, so that i can add my own installationsources?

For lilo there is an option for loading modules from the boot prompt -
I'm sure grub has something similar.


/Per Jessen, Zürich",Persuasive,The paragraph is persuasive because it presents a specific question and offers a possible solution to the reader.,For lilo there is an option for loading modules from the boot prompt - I'm sure grub has something similar.,Appeal to Popularity (1) Flag Waving (5) Loaded Language (15) Repetition (16) None.
"http://digg.com/tech_news/The_Black_Knight_and_the_Monster

Mr Michele Neylon
Blacknight Solutions
Hosting & Colocation, Brand Protection
http://www.blacknight.eu/
http://blog.blacknight.eu/
Intl. +353 (0) 59  9183072
Locall: 1850 929 929
Direct Dial: +353 (0)59 9183090
Fax. +353 (0) 1 4811 763
-------------------------------
Blacknight Internet Solutions Ltd, Unit 12A,Barrowside Business Park,Sleaty
Road,Graiguecullen,Carlow,Ireland  Company No.: 370845

_______________________________________________
IIU mailing list
tzt@iiu.taint.org
http://amgod.boxhost.net/cgi-bin/mailman/listinfo/iiu",Non-Persuasive,"This paragraph appears to be a contact information page for a company, listing details such as phone numbers, fax numbers, and physical address. There is no apparent attempt to persuade the reader.",None,None
"Hi all,

I found the solution ;-)

just comment out all onmouseover and onmouseout strings in the plugins/ 
image_buttons/functions.php file like this.

/*                       ""border:1px;padding:1px;\\"" onmouseover=\\"""" . */
                         
""javascript:this.style.backgroundColor='$color[9]';"" .
                        ""this.style.border='1px solid $color[8]';"" .
/*                       ""this.style.padding='1px';\\"" onmouseout= 
\\""javascript:"" . */

Regards
Richard

On Feb 9, 2008, at 2:41 PM, Richard Gliebe wrote:

> Hi everyone,
>
> i've installed the Plugin image_buttons-1.4-1.4 on squirrelmail
> 1.4.9a-2.
>
> everything works fine.
>
> Now I only want to adjust the Webinterface, because when I move the
> Mouse over a button like 'Compose' or 'Addresses',
> the right frame isn't fixed, so the hole right frame goes up and down
> when i move the mouse over the buttons.
>
> I made some tests/adjustments in the file /path/to/squirrelmail/
> functions/page_header.php, but without success.
>
> Are there any hints available?
>
> Thanks in advance
> Richard
>
> --
> Richard Gliebe
> Information Services
> Fachhochschule Vorarlberg GmbH / University for Applied Science
>
> Hochschulstrasse 1, A-6850 Dornbirn
> Telefon	+43 / (0)5572 / 792-2207
> E-Mail:	xlytwso.mnpmkr@fhv.at
> WWW:	www.fhv.at
>
>
>
>
>
> 
> This SF.net email is sponsored by: Microsoft
> Defy all challenges. Microsoft(R) Visual Studio 2008.
> 
> 
> squirrelmail-users mailing list
> Posting guidelines: http://squirrelmail.org/postingguidelines
> List address: bspsggvwcfmo-bvbmb@lists.sourceforge.net
> List archives: http://news.gmane.org/gmane.mail.squirrelmail.user
> List info (subscribe/unsubscribe/change options): https://lists.sourceforge.net/lists/listinfo/squirrelmail-users

--
Richard Gliebe
Information Services
Fachhochschule Vorarlberg GmbH / University for Applied Science

Hochschulstrasse 1, A-6850 Dornbirn
Telefon	+43 / (0)5572 / 792-2207
E-Mail:	xlytwso.mnpmkr@fhv.at
WWW:	www.fhv.at",Persuasive,The paragraph is persuasive because it provides a clear solution to a problem and encourages readers to take action.,just comment out all onmouseover and onmouseout strings in the plugins/ image_buttons/functions.php file like this.,"Appeal to Popularity (using popularity or majority sentiment as a justification), Loaded Language (using emotionally charged words to sway opinion)"
"Vahe Avedissian escribió:
> Folks,
> 
> If I install openSUSE 11 alpha, will I get regular updates through YOU and will it eventually update
> itself to openSUSE 11 rc1, or would I still need to do a fresh install once rc1 is out?
> 

nope, you have to upgrade between different factory snapshots ( thing 
that may or may not work) using ""zypper dup"" (the equivalent to apt 
dist-upgrade)

-- 
“There is always some madness in love. But there is also always some 
reason in madness.” - Friedrich Nietzsche

Cristian Rodríguez R.
Platform/OpenSUSE - Core Services
SUSE LINUX Products GmbH
Research & Development
http://www.opensuse.org/

-- 
To unsubscribe, e-mail: assipqff+nmekprykass@opensuse.org
For additional commands, e-mail: qybuovjs+kcmh@opensuse.org",Non-Persuasive,"The paragraph is a straightforward answer to a question, providing factual information without attempting to persuade or influence the reader's opinion.",None,None
"Bugs item #988095, was opened at 2004-07-09 10:00
Message generated for change (Comment added) made by zianchoy
You can respond by visiting: 
https://sourceforge.net/tracker/?func=detail&atid=498103&aid=988095&group_id=61702

Please note that this message will contain a full copy of the comment thread,
including the initial issue submission, for this request,
not just the latest update.
Category: Outlook
Group: 1.0.4
Status: Open
Resolution: None
Priority: 5
Private: No
Submitted By: mlarma (mlarma)
Assigned to: Mark Hammond (mhammond)
Summary: DEP / NX causes Outlook to crash

Initial Comment:
When enabling the NX function underneath WinXP with 
SP2 RC2 (32 bit edition, not 64 bit windows), I was 
unable to start Outlook with the SpamBayes plug-in.  
After disabling and only disabling NX (remove /noexecute 
from boot.ini), it worked.  

Funny thing is that the owner of the company I work for 
developed a Bayesian spam filter as well and it had the 
same issue with the NX.  Not sure what the problem is, 
but the NX feature would be nice to turn on.  Does 
anyone know if NX can be disabled at the application 
level so that the other processes were protected with 
NX?

Mark

----------------------------------------------------------------------

Comment By: Zian (zianchoy)
Date: 2007-06-04 03:35

Message:
Logged In: YES 
user_id=1059620
Originator: NO

The DEP /NX issue is not restricted to Athlon chips. I am using an Intel
Core 2 Duo processor. When DEP is enabled via software in the System dialog
in Windows XP MCE (probably also applies to Windows Vista), Outlook fails
to load the plugin.

The web page text needs to remove the processor limitation.

----------------------------------------------------------------------

Comment By: Jimmy Retzlaff (jretz)
Date: 2006-12-07 23:10

Message:
Logged In: YES 
user_id=101588
Originator: NO

I've tried a few basic Python programs packaged with py2exe 0.6.5 and
Python 2.4 with hardware DEP enabled on Windows XP SP2 on a newer Pentium-M
(with XD support) and on Windows Server 2003 on an Athlon 64 (with NX
support). Everything seems to work fine. I tried all of py2exe's bundle
options and couldn't get Windows to complain. The Python scripts I used for
testing only do simple arithmetic and make use of EasyDialogs for Windows
(which uses ctypes).

----------------------------------------------------------------------

Comment By: Tony Meyer (anadelonbrin)
Date: 2006-02-05 00:20

Message:
Logged In: YES 
user_id=552329

Does that mean you predict that any py2exe program would
fail to run?  If so, I'm happy to put together a ""hello
world"" program and attach it so people can verify that this
is the case.

----------------------------------------------------------------------

Comment By: Mark Hammond (mhammond)
Date: 2006-02-04 23:06

Message:
Logged In: YES 
user_id=14198

Just noting that the Pythonwin issue appears related to the
dde module and this is not used by spambayes.  I'm therefore
back to suspecting py2exe.

----------------------------------------------------------------------

Comment By: Tony Meyer (anadelonbrin)
Date: 2005-12-05 00:47

Message:
Logged In: YES 
user_id=552329

A lot of people are hitting this these days, so changing the
summary in the hope that people will notice this bug and not
submit new ones (it's already in the FAQ).

----------------------------------------------------------------------

Comment By: Mark Hammond (mhammond)
Date: 2005-08-09 22:31

Message:
Logged In: YES 
user_id=14198

Just had a report that Pythonwin also fails with this turned
on.  This makes it less likely the problem is simply py2exe.

----------------------------------------------------------------------

Comment By: Mark Hammond (mhammond)
Date: 2005-07-22 11:06

Message:
Logged In: YES 
user_id=14198

another possibility is that py2exe is the culprit.  It isn't
obvious to me that is *is* the problem, but it certainly is
possible.  It would be interesting to know if the source
version of SpamBayes has the same problem.  When I get back
to Aus, I will try and reproduce this.

----------------------------------------------------------------------

Comment By: Paul Quinn (paulquinn)
Date: 2004-07-20 08:04

Message:
Logged In: YES 
user_id=815032

This is a problem with NX protection...this is how I got it to 
work:

There are ways to disable NX at application level:
a) Through the UI...
i) ""Control Panel"" > ""System""
ii) Click on the ""Advanced"" tab
iii) Under ""Performance"" section, click ""Settings""
iv) Click on the ""Data Execution Prevention"" tab
v) Click ""Add"" and select the appication you want to disable 
NX for

b) Registry...
Under ""HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows 
NT\\CurrentVersion\\AppCompatFlags\\Layers"" (there are 
equivalent HKEY_CURRENT_USER keys), create a new string 
key, its name being the full path to the executable file you 
want to disable NX for, the value being ""DisableNXShowUI""

.you'll notice that in the UI, only executable files can be 
added. This means that I had to select the ""Outlook.exe"" file 
to get Spambayes to work again. I tried adding the 
spambayes_addin.dll and the python23.dll paths to the registry 
as a workaround, but this didn't work...

Also, if you are using Outlook 2003, you may need to re-enable 
the plug-in by deleting its resilliency key (the COM Add-in 
Manager won't remember the re-enable setting no matter how 
many times you try):
http://groups.google.co.uk/groups?
hl=en&lr=&ie=UTF-8&safe=off&selm=uZ%24FJzyFEHA.3984%
40TK2MSFTNGP10.phx.gbl

FYI, the same techniques work with Inboxer etc. I'm guessing, 
as tim_one said, it's to do with the Python libraries.

Paul 


----------------------------------------------------------------------

Comment By: Tim Peters (tim_one)
Date: 2004-07-09 10:35

Message:
Logged In: YES 
user_id=31435

You'll really have to ask about NX gimmicks on an Athlon list.

SpamBayes is written entirely in the Python programming 
language, and that never, ever tries to execute code from a 
data region (I'm very familiar with Python's implementation)   
My only guess is that Outlook itself, or MAPI, try to do this 
when interfacing with extensions.  Or Mark Hammond is 
playing disgusting games (the only kind he knows, really 
) in the win32all Python extensions.

----------------------------------------------------------------------

You can respond by visiting: 
https://sourceforge.net/tracker/?func=detail&atid=498103&aid=988095&group_id=61702",Persuasive,"The paragraph is informative and provides various solutions to a specific problem, which is likely to appeal to the reader's interest and encourage them to find a solution to the issue.","""There are ways to disable NX at application level"", ""I tried all of py2exe's bundle options and couldn't get Windows to complain.""","Appeal to Values (the readers' values of finding a solution to the problem), Loaded Language (the use of phrases like ""gimmicks"" and ""disgusting games"" to create a negative impression), Repetition (the"
"Hi Tony,

Attached is the time sheet, we can bill the lecture and usual prep time
(was it 1 + 4 hours) to cover all the work for this last lecture.

We met Olivia yesterday with Samuel, at the indoor playground at the new
Westfield. Lily was enjoying the slides while Lara was getting her eyes
tested, seemed like Samuel was having fun too !

Cheers
Chris

-----Original Message-----
From: HP Scanning Device [mailto:qxbdprg@massey.ac.nz] 
Sent: Tuesday, 20 November 2007 10:34 a.m.
To: Messom, Chris
Subject: HP Device Scan",Non-Persuasive,Not Found,None,None
"Paul Lesniewski wrote:
> 
> On 2/8/08, kenmiles  wrote:
>>
>> I am using squirrelmail 1.4.13 with Dovecote and postfix on ubuntu 6.10.
>> Is there a way to have the autorespond plugin send a vacation message
>> every
>> time an email is received from the same email address instead of just the
>> first time a message is sent.
> 
> That's not a question for the plugin.  The plugin merely sets the
> responder on/off and with a message.  Your mail delivery system does
> the actual autoresponding.  You need to know how to configure your
> autoresponse system.  If you don't know how to do that, read up on
> your mail system and ask in the right forum.  Also note that ""Local
> User Autoresponder and Mail Forwarder"" will also work for you, but the
> answer to your question will still be the same.
> 
> 
> 

I don't think that is right.
when looking at the plugin config file I found this line-
$AUTORESPOND_OPTS['vacation_alias']  = '  -a %s';
and changed it to-
$AUTORESPOND_OPTS['vacation_alias']  = ' -r 1 -a %s';
which calls the vacation program and makes it send a response every day (I
think).

Regards, Kenneth.
-- 
View this message in context: http://www.nabble.com/Autorespond-plugin-tp15361461p15372144.html
Sent from the squirrelmail-users mailing list archive at Nabble.com.",Non-Persuasive,Not Found,None,None
